similem si negas tibi me esse , certe simile est hoc rostro tuo .	similis si nego tu ego sum , certus similis sum hic rostrum tuus .	ACC;ADJ;MASC;SG CONJ 2;ACT;FIN;IND;PRS;SG;V DAT;MASC;PRO;SG ACC;MASC;PRO;SG ACT;NFIN;PRS;V _ ADV ADJ;NEUT;NOM;SG 3;ACT;FIN;IND;PRS;SG;V NEUT;NOM;PRO;SG DAT;N;NEUT;SG DAT;NEUT;PRO;SG _
coniugis adventum praesenserat inque nitentem inachidos vultus mutaverat ille iuvencam .	conjunx adventus praesentio in niteo inachus vultus muto ille juvenca .	FEM;GEN;N;SG ACC;MASC;N;SG 3;ACT;FIN;IND;PST+PRF;SG;V CONJ ACC;ACT;FEM;PRS;SG;V;V.PTCP FEM;GEN;N;SG ACC;MASC;N;PL 3;ACT;FIN;IND;PST+PRF;SG;V MASC;NOM;PRO;SG ACC;FEM;N;SG _
quem stans vulturius super fertur locutus :	qui sto vulturius super fero loquor :	ACC;MASC;PRO;SG MASC;NOM;PRS;SG;V;V.PTCP MASC;N;NOM;SG ADP 3;FIN;IND;PASS;PRS;SG;V MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP _
sed rupti prius periere quam quod petierant contingerent .	sed rumpo prior pereo quam qui peto contingo .	CONJ MASC;NOM;PASS;PFV;PL;PST;V;V.PTCP ADV;CMPR 3;ACT;FIN;IND;PFV;PL;PST;V ADV ACC;NEUT;PRO;SG 3;ACT;FIN;IND;PL;PST+PRF;V 3;ACT;FIN;IPFV;PL;PST;SBJV;V _
nunc vero quae tua est ista vita ?	nunc verus qui tuus sum iste vita ?	ADV ADV FEM;NOM;PRO;SG FEM;NOM;PRO;SG 3;ACT;FIN;IND;PRS;SG;V FEM;NOM;PRO;SG FEM;N;NOM;SG _
cassandrae quia non creditum , ruit ilium .	cassandra quia non credo , ruo ilium .	DAT;FEM;N;SG CONJ ADV NEUT;NOM;PASS;PFV;PST;SG;V;V.PTCP _ 3;ACT;FIN;IND;PFV;PST;SG;V N;NEUT;NOM;SG _
num infitiari potes te illo ipso die meis praesidiis , mea diligentia circumclusum commovere te contra rem publicam non potuisse , cum tu discessu ceterorum nostra tamen qui remansissemus caede contentum te esse dicebas ?	num infitior possum tu ille ipse dies meus praesidium , meus diligentia circumcludo commoveo tu contra res publicus non possum , cum tu discessus ceterus noster tamen qui remaneo caedes contineo tu sum dico ?	ADV ACT;NFIN;PRS;V 2;ACT;FIN;IND;PRS;SG;V ACC;MASC;PRO;SG AT+ABL;MASC;PRO;SG AT+ABL;MASC;PRO;SG AT+ABL;MASC;N;SG AT+ABL;NEUT;PL;PRO AT+ABL;N;NEUT;PL _ AT+ABL;FEM;PRO;SG AT+ABL;FEM;N;SG ACC;MASC;PASS;PFV;PST;SG;V;V.PTCP ACT;NFIN;PRS;V ACC;MASC;PRO;SG ADP ACC;FEM;N;SG ACC;ADJ;FEM;SG ADV ACT;NFIN;PFV;PST;V _ CONJ MASC;NOM;PRO;SG AT+ABL;MASC;N;SG ADJ;GEN;MASC;PL AT+ABL;FEM;PRO;SG ADV MASC;NOM;PL;PRO 1;ACT;FIN;PL;PST+PRF;SBJV;V AT+ABL;FEM;N;SG ACC;MASC;PASS;PFV;PST;SG;V;V.PTCP ACC;MASC;PRO;SG ACT;NFIN;PRS;V 2;ACT;FIN;IND;IPFV;PST;SG;V _
nec tamen eo minus aut xysticorum certationes aut gladiatorum pugnas seuerissime semper exegit .	neque tamen eo parvus aut xysticus certatio aut gladiator pugna severus semper exigo .	CONJ ADV ADV ADV;CMPR CONJ ADJ;GEN;MASC;PL ACC;FEM;N;PL CONJ GEN;MASC;N;PL ACC;FEM;N;PL ADV;RL ADV 3;ACT;FIN;IND;PFV;PST;SG;V _
que voto tuo tua forma repugnat :	que votum tuus tuus forma repugno :	CONJ DAT;N;NEUT;SG ADJ;DAT;NEUT;SG ADJ;FEM;NOM;SG FEM;N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V _
merito plectimur .	mereo plecto .	ADV 1;FIN;IND;PASS;PL;PRS;V _
senex negavit .	senex nego .	ADJ;MASC;NOM;SG 3;ACT;FIN;IND;PFV;PST;SG;V _
quid tantum merui ?	quis tantus mereo ?	ACC;NEUT;PRO;SG ACC;ADJ;NEUT;SG 1;ACT;FIN;IND;PFV;PST;SG;V _
tamen calda potio vestiarius est .	tamen calidus potio vestiarius sum .	ADV ADJ;FEM;NOM;SG FEM;N;NOM;SG MASC;N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V _
tu latifundia possides .	tu latifundium possideo .	MASC;NOM;PRO;SG ACC;N;NEUT;PL 2;ACT;FIN;IND;PRS;SG;V _
duo tamen vitia habet , quae si non haberet , esset omnium numerum :	duo tamen vitium habeo , qui si non habeo , sum omnis numerus :	ACC;ADJ;NEUT;PL ADV ACC;N;NEUT;PL 3;ACT;FIN;IND;PRS;SG;V _ ACC;NEUT;PL;PRO CONJ ADV 3;ACT;FIN;IPFV;PST;SBJV;SG;V _ 3;ACT;FIN;IPFV;PST;SBJV;SG;V ADJ;GEN;MASC;PL GEN;MASC;N;PL _
scis tu me non mentiri .	scio tu ego non mentior .	2;ACT;FIN;IND;PRS;SG;V MASC;NOM;PRO;SG ACC;MASC;PRO;SG ADV NFIN;PASS;PRS;V _
nam et uicus celeberrima parte oppidi iam pridem octauius uocabatur et ostendebatur ara octauio consecrata , qui bello dux finitimo , cum forte marti rem diuinam faceret , nuntiata repente hostis incursione semicruda exta rapta foco prosecuit atque ita proelium ingressus uictor redit .	nam et vicus celeber pars oppidum jam pridem octavius voco et ostendo ara octavius consecro , qui bellum dux finitimus , cum fors mars res divinus facio , nuntio repens hostis incursio semicrudus exta rapio focus proseco atque ita proelium ingredior victor redeo .	CONJ CONJ MASC;N;NOM;SG ADJ;AT+ABL;FEM;RL;SG AT+ABL;FEM;N;SG GEN;N;NEUT;SG ADV ADV MASC;N;NOM;SG 3;FIN;IND;IPFV;PASS;PST;SG;V CONJ 3;FIN;IND;IPFV;PASS;PST;SG;V FEM;N;NOM;SG DAT;MASC;N;SG FEM;NOM;PASS;PFV;PST;SG;V;V.PTCP _ MASC;NOM;PRO;SG AT+ABL;N;NEUT;SG MASC;N;NOM;SG ADJ;AT+ABL;NEUT;SG _ CONJ AT+ABL;FEM;N;SG DAT;MASC;N;SG ACC;FEM;N;SG ACC;ADJ;FEM;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V _ AT+ABL;FEM;PASS;PFV;PST;SG;V;V.PTCP ADV GEN;MASC;N;SG AT+ABL;FEM;N;SG ACC;ADJ;NEUT;PL ACC;N;NEUT;PL ACC;NEUT;PASS;PFV;PL;PST;V;V.PTCP AT+ABL;MASC;N;SG 3;ACT;FIN;IND;PFV;PST;SG;V CONJ ADV ACC;N;NEUT;SG ACT;MASC;NOM;PFV;PST;SG;V;V.PTCP MASC;N;NOM;SG 3;ACT;FIN;IND;PFV;PST;SG;V _
lacedaemonii devictis atheniensibus triginta viros inposuere , qui rem publicam eorum tractarent .	lacedaemonius devinco athenienses triginta vir inpono , qui res publicus is tracto .	ADJ;MASC;NOM;PL AT+ABL;MASC;PASS;PFV;PL;PST;V;V.PTCP AT+ABL;MASC;N;PL NUM ACC;MASC;N;PL 3;ACT;FIN;IND;PFV;PL;PST;V _ MASC;NOM;PL;PRO ACC;FEM;N;SG ACC;ADJ;FEM;SG GEN;MASC;PL;PRO 3;ACT;FIN;IPFV;PL;PST;SBJV;V _
quo autem pacto illi appenninum atque illas pruinas ac nivis perferent ?	qui autem pactum ille apenninus atque ille pruina atque nix perfero ?	AT+ABL;NEUT;PRO;SG CONJ AT+ABL;N;NEUT;SG MASC;NOM;PL;PRO ACC;MASC;N;SG CONJ ACC;FEM;PL;PRO ACC;FEM;N;PL CONJ ACC;FEM;N;PL 3;ACT;FIN;FUT;IND;PL;V _
ego maiestate conterritus praetorem putabam venisse .	ego majestas conterreo praetor puto venio .	MASC;NOM;PRO;SG AT+ABL;FEM;N;SG MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP ACC;MASC;N;SG 1;ACT;FIN;IND;IPFV;PST;SG;V ACT;NFIN;PFV;PST;V _
et misit serpens ex ore suo post mulierem aquam tamquam flumen ut eam faceret trahi a flumine .	et mitto serpens ex os suus post mulier aqua tamquam flumen ut is facio traho ab flumen .	CONJ 3;ACT;FIN;IND;PFV;PST;SG;V MASC;N;NOM;SG ADP AT+ABL;N;NEUT;SG ADJ;AT+ABL;NEUT;SG ADP ACC;FEM;N;SG ACC;FEM;N;SG ADV ACC;N;NEUT;SG CONJ ACC;FEM;PRO;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V NFIN;PASS;PRS;V ADP AT+ABL;N;NEUT;SG _
cethegus ciceronis ianuam obsideret que eum vi aggrederetur ;	cethegus cicero janua obsido que is vis aggredior ;	MASC;N;NOM;SG GEN;MASC;N;SG ACC;FEM;N;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V CONJ ACC;MASC;PRO;SG AT+ABL;FEM;N;SG 3;FIN;IPFV;PASS;PST;SBJV;SG;V _
salve inquit frater .	salveo inquam frater .	2;ACT;FIN;IMP;PRS;SG;V 3;ACT;FIN;IND;PFV;PST;SG;V MASC;N;SG;VOC _
sed difficulter continetur spiritus , integritatis qui sincerae conscius a noxiorum premitur insolentiis .	sed difficilis contineo spiritus , integritas qui sincerus conscius ab noxius premo insolentia .	CONJ ADV 3;FIN;IND;PASS;PRS;SG;V MASC;N;NOM;SG _ FEM;GEN;N;SG MASC;NOM;PRO;SG ADJ;FEM;GEN;SG ADJ;MASC;NOM;SG ADP ADJ;GEN;MASC;PL 3;FIN;IND;PASS;PRS;SG;V AT+ABL;FEM;N;PL _
vos de crudelissumis parricidis quid statuatis , cunctamini ?	tu de crudelis parricida quis statuo , cunctor ?	MASC;NOM;PL;PRO ADP ADJ;AT+ABL;MASC;PL;RL AT+ABL;MASC;N;PL ACC;NEUT;PRO;SG 2;ACT;FIN;PL;PRS;SBJV;V _ 2;FIN;IND;PASS;PL;PRS;V _
magni praeterea existimans sincerum atque ab omni colluuione peregrini ac seruilis sanguinis incorruptum seruare populum , et ciuitates romanas parcissime dedit et manumittendi modum terminauit .	magnus praeterea existimo sincerus atque ab omnis colluvio peregrinus atque servilis sanguis incorruptus servo populus , et civitas romanus parcus do et manumitto modus termino .	ADJ;GEN;NEUT;SG ADV MASC;NOM;PRS;SG;V;V.PTCP ACC;ADJ;MASC;SG CONJ ADP ADJ;AT+ABL;FEM;SG AT+ABL;FEM;N;SG ADJ;GEN;MASC;SG CONJ ADJ;GEN;MASC;SG GEN;MASC;N;SG ACC;ADJ;MASC;SG ACT;NFIN;PRS;V ACC;MASC;N;SG _ CONJ ACC;FEM;N;PL ACC;ADJ;FEM;PL ADV;RL 3;ACT;FIN;IND;PFV;PST;SG;V CONJ GEN;V;V.MSDR ACC;MASC;N;SG 3;ACT;FIN;IND;PFV;PST;SG;V _
fundamenta muri civitatis omni lapide pretioso ornata :	fundamentum murus civitas omnis lapis pretiosus orno :	N;NEUT;NOM;PL GEN;MASC;N;SG FEM;GEN;N;SG AT+ABL;N;NEUT;SG AT+ABL;MASC;N;SG ADJ;AT+ABL;MASC;SG NEUT;NOM;PASS;PFV;PL;PST;V;V.PTCP _
puerum basiavi frugalissimum , non propter formal , sed quia frugi est :	puer basio frugalis , non propter forma , sed quia frugi sum :	ACC;MASC;N;SG 1;ACT;FIN;IND;PFV;PST;SG;V ACC;ADJ;MASC;RL;SG _ ADV ADP ACC;FEM;N;SG _ CONJ CONJ MASC;N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V _
quamquam isti qui catilinam massiliam ire dictitant non tam hoc queruntur quam verentur .	quamquam iste qui catilina massilia eo dictito non tam hic queror quam vereor .	CONJ MASC;NOM;PL;PRO MASC;NOM;PL;PRO ACC;MASC;N;SG ACC;FEM;N;SG ACT;NFIN;PRS;V 3;ACT;FIN;IND;PL;PRS;V ADV ADV ACC;NEUT;PRO;SG 3;ACT;FIN;IND;PL;PRS;V ADV 3;ACT;FIN;IND;PL;PRS;V _
si mihi et turbae meae par inquit esse potueris , cedam loco .	si ego et turba meus par inquam sum possum , cedo locus .	CONJ DAT;FEM;PRO;SG CONJ DAT;FEM;N;SG DAT;FEM;PRO;SG ADJ;FEM;NOM;SG 3;ACT;FIN;IND;PFV;PST;SG;V ACT;NFIN;PRS;V 2;ACT;FIN;FUT;IND;PFV;SG;V _ 1;ACT;FIN;FUT;IND;SG;V AT+ABL;MASC;N;SG _
et mulier fugit in solitudinem ubi habet locum paratum a deo ut ibi pascant illam diebus mille ducentis sexaginta .	et mulier fugio in solitudo ubi habeo locus paro ab deus ut ibi pasco ille dies mille ducenti sexa_ginta .	CONJ FEM;N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V ADP ACC;FEM;N;SG ADV 3;ACT;FIN;IND;PRS;SG;V ACC;MASC;N;SG ACC;MASC;PASS;PFV;PST;SG;V;V.PTCP ADP AT+ABL;MASC;N;SG CONJ ADV 3;ACT;FIN;PL;PRS;SBJV;V ACC;FEM;PRO;SG AT+ABL;FEM;N;PL NUM ADJ;AT+ABL;FEM;PL NUM _
et audivi vocem magnam de templo dicentem septem angelis :	et audio vox magnus de templum dico septem angelus :	CONJ 1;ACT;FIN;IND;PFV;PST;SG;V ACC;FEM;N;SG ACC;ADJ;FEM;SG ADP AT+ABL;N;NEUT;SG ACC;ACT;FEM;PRS;SG;V;V.PTCP NUM DAT;MASC;N;PL _
et vox citharoedorum et musicorum et tibia canentium et tuba non audietur in te amplius et omnis artifex omnis artis non invenietur in te amplius et vox molae non audietur in te amplius .	et vox citharoedus et musicus et tibia cano et tuba non audio in tu amplus et omnis artifex omnis ars non invenio in tu amplus et vox mola non audio in tu amplus .	CONJ FEM;N;NOM;SG GEN;MASC;N;PL CONJ GEN;MASC;N;PL CONJ AT+ABL;FEM;N;SG ACT;GEN;MASC;PL;PRS;V;V.PTCP CONJ AT+ABL;FEM;N;SG ADV 3;FIN;FUT;IND;PASS;SG;V ADP AT+ABL;FEM;PRO;SG ADV CONJ ADJ;MASC;NOM;SG MASC;N;NOM;SG ADJ;FEM;GEN;SG FEM;GEN;N;SG ADV 3;FIN;FUT;IND;PASS;SG;V ADP ACC;FEM;PRO;SG AT+ABL;FEM;PRO;SG CONJ FEM;N;NOM;SG FEM;GEN;N;SG ADV 3;FIN;FUT;IND;PASS;SG;V ADP ACC;FEM;PRO;SG AT+ABL;FEM;PRO;SG _
sic lusus animo debent aliquando dari , ad cogitandum melior ut redeat tibi .	sic lusus animus debeo aliquando do , ad cogito bonus ut redeo tu .	ADV MASC;N;NOM;PL DAT;MASC;N;SG 3;ACT;FIN;IND;PL;PRS;V ADV NFIN;PASS;PRS;V _ ADP ACC;SG;V;V.MSDR ADJ;CMPR;MASC;NOM;SG CONJ 3;ACT;FIN;PRS;SBJV;SG;V DAT;MASC;PRO;SG _
ex libris sibyllinis regnum romae tribus corneliis portendi ;	ex libra sibyllinus regnum roma tres cornelius portendo ;	ADP AT+ABL;FEM;N;PL ADJ;AT+ABL;FEM;PL ACC;N;NEUT;SG FEM;GEN;N;SG NUM ADJ;DAT;MASC;PL NFIN;PASS;PRS;V _
unde oritur , domus est terrae contermina nostrae .	unde orior , domus sum terra conterminus noster .	ADV 3;FIN;IND;PASS;PRS;SG;V _ FEM;N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V DAT;FEM;N;SG ADJ;FEM;NOM;SG ADJ;DAT;FEM;SG _
ultimus inmenso restabas , nile , labori .	ulter immensus resto , nilus , labor .	ADJ;MASC;NOM;SG ADJ;DAT;MASC;SG 2;ACT;FIN;IND;IPFV;PST;SG;V _ MASC;N;SG;VOC _ DAT;MASC;N;SG _
fonteium capitonem occisum etiam qui queri non poterant , tamen indignabantur .	fonteius capito occido etiam qui queror non possum , tamen indignor .	ACC;MASC;N;SG ACC;MASC;N;SG ACC;MASC;PASS;PFV;PST;SG;V;V.PTCP CONJ MASC;NOM;PL;PRO ACT;NFIN;PRS;V ADV 3;ACT;FIN;IND;IPFV;PL;PST;V _ ADV 3;ACT;FIN;IND;IPFV;PL;PST;V _
non ergo causa est manibus id tangi tuis , quod occupatis auribus non convenit .	non ergo causa sum manus is tango tuus , qui occupo auris non convenio .	ADV ADV FEM;N;NOM;SG 3;ACT;FIN;IND;PRS;SG;V AT+ABL;FEM;N;PL ACC;NEUT;PRO;SG NFIN;PASS;PRS;V AT+ABL;FEM;PL;PRO _ NEUT;NOM;PRO;SG DAT;FEM;PASS;PFV;PL;PST;V;V.PTCP DAT;FEM;N;PL ADV 3;ACT;FIN;IND;PRS;SG;V _
ultro ergo rogavimus , ut nos ad balneum duceret , que proiectis vestimentis , quae giton in aditu siccare coepit , balneum intravimus , angustum scilicet et cisternae frigidariae simile , in quo trimalchio rectus stabat .	ultro ergo rogo , ut nos ad balneum duco , que proicio vestimentum , qui giton in aditus sicco coepio , balneum intro , angustus scilicet et cisterna frigidarius similis , in quis trimalchio rectus sto .	ADV ADV 1;ACT;FIN;IND;PFV;PL;PST;V _ CONJ ACC;MASC;PL;PRO ADP ACC;N;NEUT;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V _ CONJ AT+ABL;NEUT;PASS;PFV;PL;PST;V;V.PTCP AT+ABL;N;NEUT;PL _ ACC;NEUT;PL;PRO MASC;N;NOM;SG ADP AT+ABL;MASC;N;SG ACT;NFIN;PRS;V 3;ACT;FIN;IND;PFV;PST;SG;V _ ACC;N;NEUT;SG 1;ACT;FIN;IND;PFV;PL;PST;V _ ACC;ADJ;NEUT;SG ADV CONJ DAT;FEM;N;SG ADJ;DAT;FEM;SG ACC;ADJ;NEUT;SG _ ADP AT+ABL;NEUT;PRO;SG MASC;N;NOM;SG ADJ;MASC;NOM;SG 3;ACT;FIN;IND;IPFV;PST;SG;V _
itaque illo tempore annona pro luto erat , asse panem quem emisses , non potuisses cum altera devorare .	ita ille tempus annona pro lutum sum , assis panis quis emo , non possum cum alter devoro .	ADV AT+ABL;NEUT;PRO;SG AT+ABL;N;NEUT;SG FEM;N;NOM;SG ADP AT+ABL;N;NEUT;SG 3;ACT;FIN;IND;IPFV;PST;SG;V _ AT+ABL;MASC;N;SG ACC;MASC;N;SG ACC;MASC;PRO;SG 2;ACT;FIN;PST+PRF;SBJV;SG;V _ ADV 2;ACT;FIN;PST+PRF;SBJV;SG;V ADP ADJ;AT+ABL;FEM;SG ACT;NFIN;PRS;V _
at illa intremuit que motu vias patefecit aquarum .	at ille intremo que motus via patefacio aqua .	CONJ FEM;NOM;PRO;SG 3;ACT;FIN;IND;PFV;PST;SG;V CONJ AT+ABL;MASC;N;SG ACC;FEM;N;PL 3;ACT;FIN;IND;PFV;PST;SG;V FEM;GEN;N;PL _
cani perpasto macie confectus lupus forte occucurrit .	canis perpasco macies conficio lupus fors occurro .	DAT;MASC;N;SG DAT;MASC;PASS;PFV;PST;SG;V;V.PTCP AT+ABL;FEM;N;SG MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP MASC;N;NOM;SG AT+ABL;FEM;N;SG 3;ACT;FIN;IND;PFV;PST;SG;V _
pudet haec opprobria nobis et dici potuisse et non potuisse refelli .	pudeo hic opprobrium nos et dico possum et non possum refello .	3;ACT;FIN;IND;PRS;SG;V NEUT;NOM;PL;PRO N;NEUT;NOM;PL DAT;MASC;PL;PRO CONJ NFIN;PASS;PRS;V ACT;NFIN;PFV;PST;V CONJ ADV ACT;NFIN;PFV;PST;V NFIN;PASS;PRS;V _
patefeci in senatu hesterno die ;	patefacio in senatus hesternus dies ;	1;ACT;FIN;IND;PFV;PST;SG;V ADP AT+ABL;MASC;N;SG ADJ;AT+ABL;MASC;SG AT+ABL;MASC;N;SG _
cervus nemorosis excitatus latibulis , ut venatorum effugeret instantem necem , caeco timore proximam villam petit et opportuno se bovili condidit .	cervus nemorosus excito latibulum , ut venator effugio insto nex , caecus timor propior villa peto et opportunus sui bubile condo .	MASC;N;NOM;SG ADJ;AT+ABL;NEUT;PL MASC;NOM;PASS;PFV;PST;SG;V;V.PTCP AT+ABL;N;NEUT;PL _ CONJ GEN;MASC;N;PL 3;ACT;FIN;IPFV;PST;SBJV;SG;V ACC;FEM;PRS;SG;V;V.PTCP ACC;FEM;N;SG _ ADJ;AT+ABL;MASC;SG AT+ABL;MASC;N;SG ACC;ADJ;FEM;RL;SG ACC;FEM;N;SG 3;ACT;FIN;IND;PFV;PST;SG;V CONJ ADJ;AT+ABL;NEUT;SG ACC;MASC;PRO;SG AT+ABL;N;NEUT;SG 3;ACT;FIN;IND;PFV;PST;SG;V _
ranae vagantes liberis paludibus clamore magno regem petiere a iove , qui dissolutos mores vi compesceret .	rana vagor liber palus clamor magnus rex peto ab juppiter , qui dissolvo mos vis compesco .	FEM;N;NOM;PL FEM;NOM;PL;PRS;V;V.PTCP ADJ;AT+ABL;FEM;PL AT+ABL;FEM;N;PL AT+ABL;MASC;N;SG ADJ;AT+ABL;MASC;SG ACC;MASC;N;SG 3;ACT;FIN;IND;PFV;PL;PST;V ADP AT+ABL;MASC;N;SG _ MASC;NOM;PRO;SG ACC;MASC;PASS;PFV;PL;PST;V;V.PTCP ACC;MASC;N;PL AT+ABL;FEM;N;SG 3;ACT;FIN;IPFV;PST;SBJV;SG;V _
unde praebitam antonio materiam putem exprobrandi :	unde praebeo antonius materia puto exprobro :	ADV ACC;FEM;PASS;PFV;PST;SG;V;V.PTCP DAT;MASC;N;SG ACC;FEM;N;SG 1;ACT;FIN;PRS;SBJV;SG;V GEN;SG;V;V.MSDR _
hoc mersum limo cum iaceret diutius , forte una tacite profert e stagno caput et explorato rege cunctas evocat .	hic mergo limus cum jaceo diu , fors unus taceo profero ex stagnum caput et exploro rex cunctus evoco .	NEUT;NOM;PRO;SG NEUT;NOM;PASS;PFV;PST;SG;V;V.PTCP AT+ABL;MASC;N;SG CONJ 3;ACT;FIN;IPFV;PST;SBJV;SG;V ADV;CMPR _ ADV FEM;NOM;NUM ADV 3;ACT;FIN;IND;PRS;SG;V ADP AT+ABL;N;NEUT;SG ACC;N;NEUT;SG CONJ AT+ABL;MASC;PASS;PFV;PST;SG;V;V.PTCP AT+ABL;MASC;N;SG ACC;ADJ;FEM;PL 3;ACT;FIN;IND;PRS;SG;V _
puto mehercules illum reliquisse lida centum , et omnia in nummis habuit .	puto hercules ille relinquo solidus centum , et omnis in nummus habeo .	1;ACT;FIN;IND;PRS;SG;V INTJ ACC;MASC;PRO;SG ACT;NFIN;PFV;PST;V ACC;ADJ;NEUT;PL NUM _ CONJ ACC;N;NEUT;PL ADP AT+ABL;MASC;N;PL 3;ACT;FIN;IND;PFV;PST;SG;V _
primo avulso non deficit alter aureus , et simili frondescit virga metallo .	primus avello non deficio alter aureus , et similis frondesco virga metallum .	ADJ;AT+ABL;MASC;SG AT+ABL;MASC;PASS;PFV;PST;SG;V;V.PTCP ADV 3;ACT;FIN;IND;PRS;SG;V ADJ;MASC;NOM;SG ADJ;MASC;NOM;SG _ CONJ ADJ;AT+ABL;NEUT;SG 3;ACT;FIN;IND;PRS;SG;V FEM;N;NOM;SG AT+ABL;N;NEUT;SG _
et ne has tantum ostenderet divitias , dextrum nudavit lacertum armilla aurea cultum et eboreo circulo lamina splendente conexo .	et ne hic tantus ostendo divitiae , dexter nudo lacertus armilla aureus colo et eboreus circulus lamina splendeo conecto .	CONJ CONJ ACC;FEM;PL;PRO ADV 3;ACT;FIN;IPFV;PST;SBJV;SG;V ACC;FEM;N;PL _ ACC;ADJ;MASC;SG 3;ACT;FIN;IND;PFV;PST;SG;V ACC;MASC;N;SG AT+ABL;FEM;N;SG ADJ;AT+ABL;FEM;SG ACC;MASC;PASS;PFV;PST;SG;V;V.PTCP CONJ ADJ;AT+ABL;MASC;SG AT+ABL;MASC;N;SG AT+ABL;FEM;N;SG ACT;AT+ABL;FEM;PRS;SG;V;V.PTCP AT+ABL;MASC;PASS;PFV;PST;SG;V;V.PTCP _
respondebat illa :	respondeo ille :	3;ACT;FIN;IND;IPFV;PST;SG;V FEM;NOM;PRO;SG _
hic mihi quisquam mansuetudinem et misericordiam nominat .	hic ego quisquam mansuetudo et misericordia nomino .	ADV DAT;MASC;PRO;SG MASC;NOM;PRO;SG ACC;FEM;N;SG CONJ ACC;FEM;N;SG 3;ACT;FIN;IND;PRS;SG;V _
hic se formosum iactat :	hic sui formosus jacto :	MASC;NOM;PRO;SG ACC;MASC;PRO;SG ACC;ADJ;MASC;SG 3;ACT;FIN;IND;PRS;SG;V _
hoc nisi provideris ne accidat , ubi evenit , frustra iudicia inplores :	hic nisi provideo ne accido , ubi evenio , frustra judicium inploro :	ACC;NEUT;PRO;SG CONJ 2;ACT;FIN;PFV;PST;SBJV;SG;V CONJ 3;ACT;FIN;PRS;SBJV;SG;V _ CONJ 3;ACT;FIN;IND;PRS;SG;V _ ADV ACC;N;NEUT;PL 2;ACT;FIN;PRS;SBJV;SG;V _
ortygiam studiis que ipsa colebat virginitate deam .	ortygia studium que ipse colo virginitas dea .	ACC;FEM;N;SG AT+ABL;N;NEUT;PL CONJ FEM;NOM;PRO;SG 3;ACT;FIN;IND;IPFV;PST;SG;V AT+ABL;FEM;N;SG ACC;FEM;N;SG _
quam rem publicam habemus ?	qui res publicus habeo ?	ACC;FEM;PRO;SG ACC;FEM;N;SG ACC;ADJ;FEM;SG 1;ACT;FIN;IND;PL;PRS;V _
nunc furtiva cavis poma dabam manibus :	nunc furtivus cavus pomum do manus :	ADV ACC;ADJ;NEUT;PL ADJ;DAT;FEM;PL ACC;N;NEUT;PL 1;ACT;FIN;IND;IPFV;PST;SG;V DAT;FEM;N;PL _
iam primum adulescens catilina multa nefanda stupra fecerat , cum virgine nobili , cum sacerdote vestae , alia huiusce modi contra ius que fas .	jam primus adulescens catilina multus nefandus stuprum facio , cum virgo nobilis , cum sacerdos vesta , alius hic modus contra jus que fas .	ADV ADV MASC;N;NOM;SG MASC;N;NOM;SG ACC;ADJ;NEUT;PL ACC;ADJ;NEUT;PL ACC;N;NEUT;PL 3;ACT;FIN;IND;PST+PRF;SG;V _ ADP AT+ABL;FEM;N;SG ADJ;AT+ABL;FEM;SG _ ADP AT+ABL;FEM;N;SG FEM;GEN;N;SG _ ACC;ADJ;NEUT;PL GEN;MASC;PRO;SG GEN;MASC;N;SG ADP ACC;N;NEUT;SG CONJ ACC;N;NEUT;SG _
sed istum timeo sella qui prima sedens iugum flagello temperat lento meum et ora frenis continet spumantibus .	sed iste timeo sella qui primus sedeo jugum flagellum tempero lentus meus et os frenum contineo spumo .	CONJ ACC;MASC;PRO;SG 1;ACT;FIN;IND;PRS;SG;V AT+ABL;FEM;N;SG MASC;NOM;PRO;SG AT+ABL;FEM;NUM;SG MASC;NOM;PRS;SG;V;V.PTCP ACC;N;NEUT;SG AT+ABL;N;NEUT;SG 3;ACT;FIN;IND;PRS;SG;V ADJ;AT+ABL;NEUT;SG ACC;NEUT;PRO;SG CONJ ACC;N;NEUT;PL AT+ABL;N;NEUT;PL 3;ACT;FIN;IND;PRS;SG;V AT+ABL;NEUT;PL;PRS;V;V.PTCP _
adeo caelestibus ambo diffidunt monitis .	adeo caelestis ambo diffido monitum .	ADV ADJ;DAT;NEUT;PL NUM 3;ACT;FIN;IND;PL;PRS;V DAT;N;NEUT;PL _
tum trimalchio rursus adiecit :	tum trimalchio rursus adjicio :	ADV MASC;N;NOM;SG ADV 3;ACT;FIN;IND;PFV;PST;SG;V _
