við tíðini settust nógvir norðbúgvar í grønlandi .	við tíð seta nógvur norðbúgvi í grønland .	ADP DAT;DEF;FEM;N;SG IND;PASS;PL;PST;V ADJ;INDF;MASC;NOM;PL INDF;MASC;N;NOM;PL ADP DAT;INDF;NEUT;PROPN;SG _
býurin liggur norðan fyri uppsala .	býur liggja norðan fyri uppsala .	DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADP ADP NOM;PROPN;SG _
landsstýrið er hægsti umsitingarligi myndugleiki í føroyum .	landsstýri vera høgur umsitingarligur myndugleiki í føroyar .	DEF;N;NEUT;NOM;SG 3;IND;PRS;SG;V ADJ;DEF;MASC;NOM;RL;SG ADJ;DEF;MASC;NOM;SG INDF;MASC;N;NOM;SG ADP DAT;FEM;INDF;PL;PROPN _
mamma hansara er amerikanari meðan pápin er dani .	mamma hann vera amerikanari meðan pápi vera dani .	FEM;INDF;N;NOM;SG 3;GEN;MASC;PRO;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG CONJ DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG _
í alt telur kirkjan í dag 1 500 kirkjulið .	í allur telja kirkja í dagur 1 500 kirkjulið .	ADP DET 3;IND;PRS;SG;V DEF;FEM;N;NOM;SG ADP ACC;INDF;MASC;N;SG _ ACC;NUM ACC;INDF;N;NEUT;PL _
í trúarmálum er hann hægsti myndugleiki .	í trúarmál vera hann høgur myndugleiki .	ADP DAT;INDF;N;NEUT;PL 3;IND;PRS;SG;V 3;MASC;NOM;PRO;SG ADJ;DEF;MASC;NOM;RL;SG INDF;MASC;N;NOM;SG _
lættisoppar eru vanligir at síggja í fjøruni .	lættisoppur vera vanligur at síggja í fjøra .	INDF;MASC;N;NOM;PL IND;PL;PRS;V ADJ;INDF;MASC;NOM;PL PART NFIN;V ADP DAT;DEF;FEM;N;SG _
norðdepil er partur av hvannasunds kommunu .	norðdepil vera partur av hvannasund kommuna .	INDF;MASC;NOM;PROPN;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG ADP GEN;INDF;NEUT;PROPN;SG DAT;FEM;INDF;N;SG _
og hon kom at virka í bestu semju við fólkakirkjuna .	og hon koma at virka í góður semja við fólkakirkja .	CONJ 3;FEM;NOM;PRO;SG 3;IND;PST;SG;V PART NFIN;V ADP ADJ;DAT;DEF;FEM;RL;SG DAT;FEM;INDF;N;SG ADP ACC;DEF;FEM;N;SG _
um dagin gingu tey eftir skýstólpa og um náttina eftir eldstólpa .	um dagur ganga tað eftir skýstólpi og um nátt eftir eldstólpi .	ADP ACC;DEF;MASC;N;SG IND;PL;PST;V 3;NOM;PL;PRO ADP DAT;INDF;MASC;N;SG CONJ ADP ACC;DEF;FEM;N;SG ADP DAT;INDF;MASC;N;SG _
sýnagogur : ein sýnagoga er eitt hús til jødiska gudstænastu og halgigerðir .	sýnagoga : eitt sýnagoga vera ein hús til jødiskur gudstænasta og halgigerð .	FEM;INDF;N;NOM;PL _ FEM;NOM;NUM;SG FEM;INDF;N;NOM;SG 3;IND;PRS;SG;V DET;NEUT;NOM;SG INDF;N;NEUT;NOM;SG ADP ACC;ADJ;FEM;INDF;SG ACC;FEM;INDF;N;SG CONJ ACC;FEM;INDF;N;PL _
men teir eru sjaldsamir at síggja .	men teir vera sjaldsamur at síggja .	CONJ 3;MASC;NOM;PL;PRO IND;PL;PRS;V ADJ;INDF;MASC;NOM;PL PART NFIN;V _
funningur var nýggjársbygd .	funningur vera nýggjársbygd .	INDF;MASC;NOM;PROPN;SG 3;IND;PST;SG;V FEM;INDF;N;NOM;SG _
reykjavík : ' reykjavík er høvuðsstaður í lýðveldinum íslandi .	reykjavík : ´ reykjavík vera høvuðsstaður í lýðveldi ísland .	NOM;PROPN;SG _ _ NOM;PROPN;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG ADP DAT;DEF;N;NEUT;SG DAT;INDF;N;NEUT;SG _
hernaðarliga verjan er undir verjumálaráðharranum og verjumálaráðnum .	hernaðarligur verja vera undir verjumálaráðharri og verjumálaráð .	ADJ;DEF;FEM;NOM;SG DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V ADP DAT;DEF;MASC;N;SG CONJ DAT;DEF;N;NEUT;PL _
stór fjallalendi eru í svøríki .	stórur fjallalendi vera í svøríki .	ADJ;INDF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL IND;PL;PRS;V ADP DAT;INDF;NEUT;PROPN;SG _
ætlanin er at venda lítlu støddini á føroyalandi til fyrimun .	ætlan vera at venda lítil stødd á føroyaland til fyrimunur .	DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V PART NFIN;V ADJ;DAT;DEF;FEM;SG DAT;DEF;FEM;N;SG ADP DAT;INDF;NEUT;PROPN;SG ADP ACC;INDF;MASC;N;SG _
tekjan var upprunaliga nævur og flag .	tekja vera upprunaligur nævur og flag .	DEF;FEM;N;NOM;SG 3;IND;PST;SG;V ADJ;DEF;FEM;NOM;SG FEM;INDF;N;NOM;SG CONJ INDF;N;NEUT;NOM;SG _
sí eisini .	síggja eisini .	IPFV;SG;V ADV _
verkætlanin skuldi føra til ein film og enda við eini konsert .	verkætlan skula føra til ein filmur og enda við ein konsert .	DEF;FEM;N;NOM;SG IND;PST;SG;V NFIN;V ADP ACC;DET;MASC;SG ACC;INDF;MASC;N;SG CONJ NFIN;V ADP DAT;DET;FEM;SG DAT;FEM;INDF;N;SG _
á fólkaatkvøðu í 1993 var eisini stórur meiriluti fyri loysing .	á fólkaatkvøða í 1993 vera eisini stórur meiriluti fyri loysing .	ADP DAT;FEM;INDF;N;SG ADP DAT;NUM 3;IND;PST;SG;V ADV ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG ADP DAT;FEM;INDF;N;SG _
um 416.000 fólk búgva í rogalandi .	um 416.000 fólk búgva í rogaland .	ADP NOM;NUM INDF;N;NEUT;NOM;PL IND;PL;PRS;V ADP DAT;INDF;NEUT;PROPN;SG _
nú koyrir bóndin sjálvur traktorin .	nú koyra bóndi sjálvur traktorur .	ADV 3;IND;PRS;SG;V DEF;MASC;N;NOM;SG ADJ;INDF;MASC;NOM;SG ACC;DEF;MASC;N;SG _
aðrir trúarbólkar í føroyum eru t.d. islam .	annar trúarbólkur í føroyar vera t.d islam .	ADJ;MASC;NOM;PL INDF;MASC;N;NOM;PL ADP DAT;FEM;INDF;PL;PROPN IND;PL;PRS;V N INDF;N;NEUT;NOM;SG _
høvuðsstaður er kiel .	høvuðsstaður vera kiel .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V NOM;PROPN;SG _
býtti fólk sundur eftir húðarliti .	býta fólk sundur eftir húðarlitur .	IND;PST;SG;V INDF;N;NEUT;NOM;PL ADV ADP DAT;INDF;MASC;N;SG _
í 1991 vóru somu viðurskifti staðfest í russlandi .	í 1991 vera samur viðurskifti staðfesta í russland .	ADP DAT;NUM IND;PL;PST;V ADJ;DEF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL V;V.CVB ADP DAT;INDF;NEUT;PROPN;SG _
sum tíðin leið , vórðu tey til olju .	sum tíð líða , verða tað til olja .	CONJ DEF;FEM;N;NOM;SG 3;IND;PST;SG;V _ IND;PL;PST;V 3;NOM;PL;PRO ADP FEM;GEN;INDF;N;SG _
elgur reikar helst einsamallur , tó ikki í brundtíðini .	elgur reika helst einsamallur , tó ikki í brundtíð .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADV ADJ;INDF;MASC;NOM;SG _ ADV ADV ADP DAT;DEF;FEM;N;SG _
nuuk er størsti býur í grønlandi og høvuðsstaður landsins .	nuuk vera stórur býur í grønland og høvuðsstaður land .	NOM;PROPN;SG 3;IND;PRS;SG;V ADJ;DEF;MASC;NOM;RL;SG INDF;MASC;N;NOM;SG ADP DAT;INDF;NEUT;PROPN;SG CONJ INDF;MASC;N;NOM;SG DEF;GEN;N;NEUT;SG _
høvuðsstaðurin er athen , sum eisini er størsti býur .	høvuðsstaður vera athen , sum eisini vera stórur býur .	DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V NOM;PROPN;SG _ PRO ADV 3;IND;PRS;SG;V ADJ;DEF;MASC;NOM;RL;SG INDF;MASC;N;NOM;SG _
hon er ein gáva úr sambandsríki amerika .	hon vera ein gáva úr sambandsríki amerika .	3;FEM;NOM;PRO;SG 3;IND;PRS;SG;V DET;FEM;NOM;SG FEM;INDF;N;NOM;SG ADP DAT;INDF;N;NEUT;SG NOM;PROPN;SG _
størsta vatnið í arkansas er í hot springs .	stórur vatn í arkansas vera í hot springs .	ADJ;DEF;NEUT;NOM;RL;SG DEF;N;NEUT;NOM;SG ADP ACC;PROPN;SG 3;IND;PRS;SG;V ADP ACC;PROPN;SG ACC;PROPN;SG _
í gásadali er ongin kirkja .	í gásadalur vera ong kirkja .	ADP DAT;INDF;MASC;PROPN;SG 3;IND;PRS;SG;V DEF;FEM;N;NOM;SG FEM;GEN;INDF;N;SG _
dagurin er 2. jóladagur .	dagur vera 2 jóladagur .	DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADJ INDF;MASC;N;NOM;SG _
og so dregur landslagið nógv ferðafólk til noregs at síggja órørda og stórfingna náttúru .	og so draga landslag nógvur ferðafólk til noreg at síggja órørdur og stórfingin náttúra .	CONJ ADV 3;IND;PRS;SG;V DEF;N;NEUT;NOM;SG ACC;ADJ;INDF;NEUT;PL ACC;INDF;N;NEUT;PL ADP GEN;INDF;NEUT;PROPN;SG PART NFIN;V ACC;ADJ;FEM;INDF;SG CONJ ACC;ADJ;FEM;INDF;SG ACC;FEM;INDF;N;SG _
helgi byrjaði at telva sum smádrongur .	helgi byrja at telva sum smádrongur .	MASC;NOM;PROPN;SG IND;PST;SG;V PART NFIN;V CONJ INDF;MASC;N;NOM;SG _
um 90% av landinum er heit og turr sandoyðimørk .	um 90% av land vera heitur og turrur sandoyðimørk .	ADP NOM;NUM ADP DAT;DEF;N;NEUT;SG 3;IND;PRS;SG;V ADJ;FEM;INDF;NOM;SG CONJ ADJ;FEM;INDF;NOM;SG FEM;INDF;N;NOM;SG _
føturnir eru gulir .	fótur vera gulur .	DEF;MASC;N;NOM;PL IND;PL;PRS;V ADJ;INDF;MASC;NOM;PL _
í nepal eru mong fólkasløg .	í nepal vera mangur fólkaslag .	ADP ACC;PROPN;SG IND;PL;PRS;V ADJ;INDF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL _
sí dømini fyri at síggja gongdina .	síggja dømi fyri at síggja gongd .	IPFV;SG;V ACC;DEF;N;NEUT;PL ADP PART NFIN;V ACC;DEF;FEM;N;SG _
í dag varir kappingin í tríggjar vikur .	í dagur vara kapping í trý vika .	ADP ACC;INDF;MASC;N;SG 3;IND;PRS;SG;V DEF;FEM;N;NOM;SG ADP ACC;FEM;NUM;SG ACC;FEM;INDF;N;PL _
tað eru 45 fastir nevndarsessir sum skulu mannast .	tað vera 45 fastur nevndsessur sum skula manna .	3;NOM;PRO;SG IND;PL;PRS;V NOM;NUM ADJ;INDF;MASC;NOM;PL INDF;MASC;N;NOM;PL PRO IND;PL;PRS;V NFIN;PASS;V _
í dølunum er veðurgott og góður bøur .	í dalur vera veðurgóður og góður bøur .	ADP DAT;DEF;MASC;N;PL 3;IND;PRS;SG;V ADJ;INDF;NEUT;NOM;SG CONJ ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG _
rannsóknin vísti , at kirkjustaðurin er fornur .	rannsókn vísa , at kirkjastaður vera fornur .	DEF;FEM;N;NOM;SG IND;PST;SG;V _ CONJ DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADJ;INDF;MASC;NOM;SG _
grikkaland er limur í es .	grikkaland vera limur í es .	INDF;NEUT;NOM;PROPN;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG ADP DAT;N _
1917 – kollveltingin eydnast .	1917 – kollvelting eydnast .	NOM;NUM _ DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V _
høvuðsstaðurin og størsti býurin er boise .	høvuðsstaður og stórur býur vera boise .	DEF;MASC;N;NOM;SG CONJ ADJ;DEF;MASC;NOM;RL;SG DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V NOM;PROPN;SG _
seyður hevur altíð havt ómetaligan týdning fyri ísland .	seyður hava altíð hava ómetaligur týdningur fyri ísland .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADV V;V.CVB ACC;ADJ;INDF;MASC;SG ACC;INDF;MASC;N;SG ADP ACC;INDF;N;NEUT;SG _
ein ørgrynna av møguleikum og samansetingum eru .	ein ørgrynna av møguleiki og samanseting vera .	DET;FEM;NOM;SG FEM;INDF;N;NOM;SG ADP DAT;INDF;MASC;N;PL CONJ DAT;FEM;INDF;N;PL IND;PL;PRS;V _
hann er vanligur á vátlendi í undirhaganum .	hann vera vanligur á vátlendi í undirhagi .	3;MASC;NOM;PRO;SG 3;IND;PRS;SG;V ADJ;INDF;MASC;NOM;SG ADP DAT;INDF;N;NEUT;SG ADP DAT;DEF;MASC;N;SG _
sandefjord kommuna er størsta kommunan í vestfold .	sandefjord kommuna vera stórur kommuna í vestfold .	NOM;PROPN;SG FEM;INDF;N;NOM;SG 3;IND;PRS;SG;V ADJ;DEF;FEM;NOM;RL;SG DEF;FEM;N;NOM;SG ADP ACC;PROPN;SG _
lutirnir vóru so meinlíkir í útsjónd og sniði .	lutur vera so meinlíkur í útsjónd og snið .	DEF;MASC;N;NOM;PL IND;PL;PST;V ADV ADJ;INDF;MASC;NOM;PL ADP DAT;FEM;INDF;N;SG CONJ DAT;INDF;N;NEUT;SG _
í so stórum landi er stórur munur á veðurlagnum .	í so stórur land vera stórur munur á veðurlag .	ADP ADV ADJ;DAT;INDF;NEUT;SG DAT;INDF;N;NEUT;SG 3;IND;PRS;SG;V ADJ;INDF;MASC;NOM;SG INDF;MASC;N;NOM;SG ADP DAT;DEF;N;NEUT;SG _
høvuðsstaðurin og størsti býurin er columbus .	høvuðsstaður og stórur býur vera columbus .	DEF;MASC;N;NOM;SG CONJ ADJ;DEF;MASC;NOM;RL;SG DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V NOM;PROPN;SG _
í 18. øld vóru 10% av fólkinum í evropa biddarar .	í 18 øld vera 10% av fólk í evropi biddari .	ADP ADJ DAT;FEM;INDF;N;SG IND;PL;PST;V NOM;NUM ADP DAT;DEF;N;NEUT;SG ADP DAT;INDF;MASC;N;SG ACC;INDF;MASC;N;PL _
hetta forðar ránsdýrum at koma inn í smáttuna .	hesin forða ránsdýr at koma inn í smátta .	NEUT;NOM;PRO;SG 3;IND;PRS;SG;V DAT;INDF;N;NEUT;PL PART NFIN;V ADV ADP ACC;DEF;FEM;N;SG _
ein flogvøllur er stórt arbeiðspláss .	ein flogvøllur vera stórur arbeiðspláss .	DET;MASC;NOM;SG INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADJ;INDF;NEUT;NOM;SG INDF;N;NEUT;NOM;SG _
andaðist í arbeiðsvanlukku .	anda í arbeiðvanlukka .	IND;PASS;PST;SG;V ADP DAT;FEM;INDF;N;SG _
nógv seyðahald er í oynni , og í mikladals kommunu er eisini nógv neytahald .	nógvur seyðahald vera í oy , og í mikladalur kommuna vera eisini nógvur neytahald .	ADJ;INDF;NEUT;NOM;PL INDF;N;NEUT;NOM;SG 3;IND;PRS;SG;V ADP DAT;DEF;FEM;N;SG _ CONJ ADP GEN;INDF;MASC;PROPN;SG DAT;FEM;INDF;N;SG 3;IND;PRS;SG;V ADV ACC;ADJ;INDF;NEUT;PL ACC;INDF;N;NEUT;SG _
brugdan livir av at síla æti .	brugda liva av at síla æti .	DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V ADP PART NFIN;V ACC;INDF;N;NEUT;SG _
tað er 2,6 milliónir km2 í vídd .	tað vera 2,6 millión km² í vídd .	3;NOM;PRO;SG 3;IND;PRS;SG;V NOM;NUM FEM;INDF;N;NOM;PL N ADP DAT;FEM;INDF;N;SG _
hetta skal sipa til at hetta var einasti stórbýur í økinum .	hesin skula sipa til at hesin vera einastur stórbýur í øki .	NEUT;NOM;PRO;SG 3;IND;PRS;SG;V NFIN;V ADP CONJ ACC;NEUT;PRO;SG 3;IND;PST;SG;V ADJ;DEF;MASC;NOM;SG INDF;MASC;N;NOM;SG ADP DAT;DEF;N;NEUT;SG _
eitt annað prógv var at kasta kvinnuna á sjógv .	ein annar prógv vera at kasta kvinna á sjógvur .	DET;NEUT;NOM;SG ADJ;NEUT;NOM INDF;N;NEUT;NOM;SG 3;IND;PST;SG;V PART NFIN;V ACC;DEF;FEM;N;SG ADP ACC;INDF;MASC;N;SG _
nakrir eru kristnir ( umleið 1,1 - 2,4 % ) .	nakar vera kristin ( umleið 1,1 - 2,4 % ) .	INDF;MASC;NOM;PL;PRO IND;PL;PRS;V ADJ;INDF;MASC;NOM;PL _ ADV _ _ _ NOM;NUM _ _
har eru eisini stór margarin- og sápuvirki .	har vera eisini stórur margarin og sápuvirki .	ADV IND;PL;PRS;V ADV ACC;ADJ;INDF;NEUT;PL ACC;INDF;N;NEUT;SG CONJ ACC;INDF;N;NEUT;SG _
ein triðingur av fólkinum stuðlaði bretum , ein triðingur var uttanveltaður , og ein triðingur var beinleiðis við í stríðnum fyri loysing .	ein triðingur av fólk stuðla breti , ein triðingur vera uttanveltaður , og ein triðingur vera beinleiðis við í stríð fyri loysing .	DET;MASC;NOM;SG INDF;MASC;N;NOM;SG ADP DAT;DEF;N;NEUT;SG IND;PST;SG;V DAT;INDF;MASC;N;PL _ DET;MASC;NOM;SG INDF;MASC;N;NOM;SG 3;IND;PST;SG;V ADJ;INDF;MASC;NOM;SG _ CONJ DET;MASC;NOM;SG INDF;MASC;N;NOM;SG 3;IND;PST;SG;V ADV ADP ADP DAT;DEF;N;NEUT;PL ADP DAT;FEM;INDF;N;SG _
20.000 kvinnur eru í amerikanska herinum , og tað er umleið 15 % av samlaða talinum .	20.000 kvinna vera í amerikanskur herur , og tað vera umleið 15 % av samla tal .	NOM;NUM FEM;INDF;N;NOM;PL IND;PL;PRS;V ADP ADJ;DAT;DEF;MASC;SG DAT;DEF;MASC;N;SG _ CONJ 3;NOM;PRO;SG 3;IND;PRS;SG;V ADV _ NOM;NUM ADP DAT;DEF;IND;NEUT;PST;SG;V;V.PTCP DAT;DEF;N;NEUT;SG _
býurin er eisini høvuðsstaður .	býur vera eisini høvuðsstaður .	DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADV INDF;MASC;N;NOM;SG _
um 84 % av fólkinum í libya býr nú í býum .	um 84 % av fólk í libya búgva nú í býur .	ADP _ NOM;NUM ADP DAT;DEF;N;NEUT;SG ADP NOM;PROPN;SG 3;IND;PRS;SG;V ADV ADP DAT;INDF;MASC;N;PL _
í føroyum og í grønlandi eru fólkaræðisligu rættindi borgaranna tryggjað í donsku grundlógini .	í føroyar og í grønland vera fólkaræðisligur rættindi borgari tryggja í danskur grundlóg .	ADP DAT;FEM;INDF;PL;PROPN CONJ ADP DAT;INDF;NEUT;PROPN;SG IND;PL;PRS;V ADJ;DEF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL DEF;GEN;MASC;N;PL V;V.CVB ADP ADJ;DAT;DEF;FEM;PL DAT;DEF;FEM;N;SG _
bergur tók í 1996 prógv á føroya læraraskúla .	bergur taka í 1996 prógv á føroyar læraraskúli .	MASC;NOM;PROPN;SG 3;IND;PST;SG;V ADP DAT;NUM ACC;INDF;N;NEUT;PL ADP FEM;GEN;INDF;PL;PROPN GEN;INDF;MASC;N;PL _
mangir bøndur máttu rýma av garði .	mangur bóndi mega rýma av garður .	ADJ;INDF;MASC;NOM;PL INDF;MASC;N;NOM;PL IND;PL;PST;V NFIN;V ADP DAT;INDF;MASC;N;SG _
sum frá líður , venur heilin seg við nikotinið .	sum frá líð , venja heili seg við nikotin .	CONJ ADP 3;IND;PRS;SG;V _ 3;IND;PRS;SG;V DEF;MASC;N;NOM;SG ACC;PRO;REFL ADP ACC;DEF;N;NEUT;SG _
kommunulækni er eisini í bygdini .	kommunalækni vera eisini í bygd .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ADV ADP DAT;DEF;FEM;N;SG _
tað eru 10 býir í oskarshamns kommunu .	tað vera 10 býur í oskarshamn kommuna .	3;NOM;PRO;SG IND;PL;PRS;V NOM;NUM INDF;MASC;N;NOM;PL ADP GEN;PROPN;SG DAT;FEM;INDF;N;SG _
bládúgvan kurrar eisini sum tama dúgvan .	bládúgva kurra eisini sum tamur dúgva .	DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V ADV CONJ ADJ;DEF;FEM;NOM;SG DEF;FEM;N;NOM;SG _
boston : boston er høvuðsstaður og størsti býur í massachusetts .	boston : boston vera høvuðsstaður og stórur býur í massachusetts .	NOM;PROPN;SG _ NOM;PROPN;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG CONJ ADJ;DEF;MASC;NOM;RL;SG INDF;MASC;N;NOM;SG ADP ACC;PROPN;SG _
eitt fjølbroytt vinnulív er grundarlagið fyri framburði og trivnaði .	ein fjølbroyttur vinnulív vera grundarlag fyri framburður og trivnaður .	DET;NEUT;NOM;SG ADJ;INDF;NEUT;NOM;SG INDF;N;NEUT;NOM;SG 3;IND;PRS;SG;V DEF;N;NEUT;NOM;SG ADP DAT;INDF;MASC;N;SG CONJ ADJ;DEF;MASC;NOM;SG _
har er eisini frítíðarskúli .	har vera eisini frítíðarskúli .	ADV 3;IND;PRS;SG;V ADV INDF;MASC;N;NOM;SG _
sí eisini .	síggja eisini .	IPFV;SG;V ADV _
í mariehamn er landsstýrishúsið .	í mariehamn vera landsstýrihús .	ADP ACC;PROPN;SG 3;IND;PRS;SG;V DEF;N;NEUT;NOM;SG _
virðingin fyri honum tók at vaksa .	virðing fyri hann taka at vaksa .	DEF;FEM;N;NOM;SG ADP 3;DAT;MASC;PRO;SG 3;IND;PST;SG;V PART NFIN;V _
orkesturleiðarin stjórnar orkestrinum øðrvísi , enn til dømis løgreglan stýrir ferðsluni .	orkesturleiðari stjórna orkestur øðrvísi , enn til dømi løgregla stýra ferðsla .	DEF;MASC;N;NOM;SG 3;IND;PRS;SG;V DAT;DEF;N;NEUT;SG ADV _ ADV ADP GEN;INDF;N;NEUT;SG DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V DAT;DEF;FEM;N;SG _
minkur lagar seg yvirhøvur eftir umstøðunum .	minkur laga seg yvirhøvur eftir umstøður .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V ACC;PRO;REFL ADV ADP DAT;DEF;FEM;N;PL _
í 2010 var fólkatalið í býnum 19.075 .	í 2010 vera fólkatal í býur 19.075 .	ADP DAT;NUM 3;IND;PST;SG;V DEF;N;NEUT;NOM;SG ADP DAT;DEF;MASC;N;PL NUM _
í bygdini eru 26 hús .	í bygd vera 26 hús .	ADP DAT;DEF;FEM;N;SG IND;PL;PRS;V NOM;NUM INDF;N;NEUT;NOM;PL _
concepción er eisini ein kommuna við umleið 890.000 íbúgvum .	concepción vera eisini eitt kommuna við umleið 890.000 íbúgvi .	NOM;PROPN;SG 3;IND;PRS;SG;V ADV FEM;NOM;NUM;SG FEM;INDF;N;NOM;SG ADP ADV DAT;NUM DAT;INDF;MASC;N;PL _
ferðavinnan hevur ovurstóran týdning fyri grikska búskapin .	ferðavinna hava ovurstórur týdningur fyri grikskur búskapur .	DEF;FEM;N;NOM;SG 3;IND;PRS;SG;V ACC;ADJ;INDF;MASC;SG ACC;INDF;MASC;N;SG ADP ACC;ADJ;DEF;MASC;SG ACC;DEF;MASC;N;SG _
gásadalur er partur av sørvágs kommunu .	gásadalur vera partur av sørvágur kommuna .	INDF;MASC;NOM;PROPN;SG 3;IND;PRS;SG;V INDF;MASC;N;NOM;SG ADP GEN;INDF;MASC;PROPN;SG DAT;FEM;INDF;N;SG _
á mongum oyggjum eru amerikanskar hernaðarstøðir .	á mangur oyggj vera amerikanskur hernaðurstøð .	ADP ADJ;DAT;INDF;NEUT;PL DAT;FEM;INDF;N;PL IND;PL;PRS;V ADJ;FEM;INDF;NOM;PL FEM;INDF;N;NOM;PL _
landbúnaður er høvuðsvinna í armenia .	landbúnaður vera høvuðsvinna í armenia .	INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V FEM;INDF;N;NOM;SG ADP NOM;PROPN;SG _
mikkjalsmessa : mikkjalsmessa er 29. september .	mikkjalsmessa : mikkjalsmessa vera 29 september .	FEM;INDF;N;NOM;SG _ FEM;INDF;N;NOM;SG 3;IND;PRS;SG;V ADJ INDF;MASC;N;NOM;SG _
pertti dugir eisini at leika á urgu .	pertti duga eisini at leika á urga .	MASC;NOM;PROPN;SG 3;IND;PRS;SG;V ADV PART NFIN;V ADP DAT;FEM;INDF;N;SG _
spaniólar vóru fyrstir úr evropa , sum búsettust í kalifornia .	spanióli vera fyrstur úr evropi , sum búseta í kalifornia .	INDF;MASC;N;NOM;PL IND;PL;PST;V ADJ;INDF;MASC;NOM;PL ADP DAT;INDF;MASC;N;SG _ PRO IND;PASS;PL;PST;V ADP DAT;MASC;PROPN;SG _
anchorage : anchorage er størsti býur í alaska .	anchorage : anchorage vera stórur býur í alaska .	NOM;PROPN;SG _ NOM;PROPN;SG 3;IND;PRS;SG;V ADJ;DEF;MASC;NOM;RL;SG INDF;MASC;N;NOM;SG ADP NOM;PROPN;SG _
eisini fer fram dópur og tann heilaga kvøldmáltíð ( altargangur ) .	eisini fara fram dópur og tann heilagur kvøldmáltíð ( altargangur ) .	ADV 3;IND;PRS;SG;V ADV INDF;MASC;N;NOM;SG CONJ FEM;INDF;N;NOM;SG ADJ;DEF;FEM;NOM;SG FEM;INDF;N;NOM;SG _ INDF;MASC;N;NOM;SG _ _
grækarismessa : grækarismessa er 12. mars .	grækarismessa : grækarismessa vera 12 mars .	FEM;INDF;N;NOM;SG _ FEM;INDF;N;NOM;SG 3;IND;PRS;SG;V ADJ INDF;MASC;N;NOM;SG _
leygardagur : leygardagur er ein vikudagur .	leygardagur : leygardagur vera ein vikudagur .	INDF;MASC;N;NOM;SG _ INDF;MASC;N;NOM;SG 3;IND;PRS;SG;V DET;MASC;NOM;SG INDF;MASC;N;NOM;SG _
fram við strondini eru mong stór oljureinsiverk .	fram við strond vera mangur stórur oljureinsiverk .	_ ADP DAT;DEF;FEM;N;SG IND;PL;PRS;V ADJ;INDF;NEUT;NOM;PL ADJ;INDF;NEUT;NOM;PL INDF;N;NEUT;NOM;PL _
flestu sýrar eru muslimar og tala arábiskt .	mangur sýri vera muslimur og tala arábiskur .	ADJ;DEF;MASC;NOM;PL;RL INDF;MASC;N;NOM;PL IND;PL;PRS;V INDF;MASC;N;NOM;PL CONJ IND;PL;PRS;V ACC;ADJ;INDF;NEUT;SG _
hetta var ein góð avgerð .	hesin vera ein góður avgerð .	ACC;NEUT;PRO;SG 3;IND;PST;SG;V DET;FEM;NOM;SG ADJ;FEM;INDF;NOM;SG FEM;INDF;N;NOM;SG _
skriftið er sent við heilsan .	skrift vera senda við heilsan .	DEF;N;NEUT;NOM;SG 3;IND;PRS;SG;V V;V.CVB ADP DAT;FEM;INDF;N;SG _
lítið fólk býr suðuri í landinum .	lítil fólk búgva suður í land .	ADJ;INDF;NEUT;NOM;SG INDF;N;NEUT;NOM;SG 3;IND;PRS;SG;V DAT;INDF;N;NEUT;SG ADP DAT;DEF;N;NEUT;SG _
hetta er í brundtíðini .	hesin vera í brundtíð .	NEUT;NOM;PRO;SG 3;IND;PRS;SG;V ADP DAT;DEF;FEM;N;SG _
