část druhá	část druhý	FEM;N;NOM;POS;SG ADJ;FEM;NOM;POS;SG
odchylně mohou účetní jednotky oceňovat zásoby vlastní výroby , jimiž jsou nedokončená výroba , polotovary a výrobky a) ve výrobě s krátkodobým nepřetržitým cyklem nedokončenou výrobu pouze přímými materiálovými náklady a výrobky nebo polotovary přímými materiálovými a mzdovými náklady , b) v hromadné a velkosériové výrobě pouze přímými náklady , jimiž jsou náklady na přímý materiál , polotovary , přímé mzdy a ostatní přímé náklady , c) v malosériové a kusové nebo zakázkové výrobě a ve výrobě s dlouhodobým cyklem přímými náklady , výrobní režií a v případě , že výrobní cyklus přesahuje dvanáct měsíců výjimečně i správní režií .	odchylně moci účetní jednotka oceňovat zásoba vlastní výroba , jenž být dokončený výroba , polotovar a výrobek a) v výroba s krátkodobý nepřetržitý cyklus dokončený výroba pouze přímý materiálový náklad a výrobek nebo polotovar přímý materiálový a mzdový náklad , b) v hromadný a velkosériový výroba pouze přímý náklad , jenž být náklad na přímý materiál , polotovar , přímý mzda a ostatní přímý náklad , c) v malosériový a kusový nebo zakázkový výroba a v výroba s dlouhodobý cyklus přímý náklad , výrobní režie a v případ , že výrobní cyklus přesahovat dvanáct měsíc výjimečně i správní režie .	ADV;POS 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS NFIN;POS;V ACC;FEM;N;PL;POS ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ INS;PL;PRO 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;FEM;NEG;NOM;SG FEM;N;NOM;POS;SG _ INAN;MASC;N;NOM;PL;POS CONJ INAN;MASC;N;NOM;PL;POS _ ADP;ESS ESS;FEM;N;POS;SG ADP;INS ADJ;INAN;INS;MASC;POS;SG ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ACC;ADJ;FEM;NEG;SG ACC;FEM;N;POS;SG ADV ADJ;INAN;INS;MASC;PL;POS ADJ;INAN;INS;MASC;PL;POS INAN;INS;MASC;N;PL;POS CONJ INAN;INS;MASC;N;PL;POS CONJ INAN;INS;MASC;N;PL;POS ADJ;INAN;INS;MASC;PL;POS ADJ;INAN;INS;MASC;PL;POS CONJ ADJ;INAN;INS;MASC;PL;POS INAN;INS;MASC;N;PL;POS _ _ ADP;ESS ADJ;ESS;FEM;POS;SG CONJ ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG ADV ADJ;INAN;INS;MASC;PL;POS INAN;INS;MASC;N;PL;POS _ INS;PL;PRO 3;ACT;FIN;IND;PL;POS;PRS;V INAN;MASC;N;NOM;PL;POS ACC;ADP ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG _ INAN;MASC;N;NOM;PL;POS _ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS CONJ ADJ;INAN;MASC;NOM;PL;POS ADJ;INAN;MASC;NOM;PL;POS INAN;MASC;N;NOM;PL;POS _ _ ADP;ESS ADJ;ESS;FEM;POS;SG CONJ ADJ;ESS;FEM;POS;SG CONJ ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG CONJ ADP;ESS ESS;FEM;N;POS;SG ADP;INS ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG ADJ;INAN;INS;MASC;PL;POS INAN;INS;MASC;N;PL;POS _ ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG CONJ ADP;ESS ESS;INAN;MASC;N;POS;SG _ CONJ ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;NUM;SG GEN;INAN;MASC;N;PL;POS ADV;POS CONJ ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG _
(1) položka " d.i._časové_rozlišení " obsahuje tituly časového rozlišení , které mají aktivní zůstatek .	(1) položka " "d.i._časové_rozlišení" " obsahovat titulus časový rozlišení , který mít aktivní zůstatek .	_ FEM;N;NOM;POS;SG _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;INAN;MASC;N;PL;POS ADJ;GEN;NEUT;POS;SG GEN;N;NEUT;POS;SG _ DET;FEM;NOM;PL 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG _
(4) v případě převodu jmění na přejímajícího společníka , který nevede účetnictví , zúčastněná zanikající účetní jednotka uzavírá účetní knihy ke dni předcházejícímu den zápisu přeměny společnosti do obchodního rejstříku .	(4) v případ převod jmění na přejímající společník , který vést účetnictví , zúčastněný zanikající účetní jednotka uzavírat účetní kniha k den předcházející den zápis přeměna společnost do obchodní rejstřík .	_ ADP;ESS ESS;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG N;NEUT;NOM;POS;SG ACC;ADP ACC;ACT;ADJ;ANIM;IPFV;MASC;POS;PRS;SG;V.PTCP ACC;ANIM;MASC;N;POS;SG _ DET;MASC;NOM;SG 3;ACT;FIN;IND;NEG;PRS;SG;V DAT;N;NEUT;POS;SG _ ADJ;FEM;NOM;POS;SG ACT;ADJ;FEM;IPFV;NOM;POS;PRS;SG;V.PTCP ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;FEM;N;POS;SG FEM;GEN;N;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG ACT;ADJ;ANIM;DAT;IPFV;MASC;POS;PRS;SG;V.PTCP ACC;INAN;MASC;N;POS;SG GEN;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG FEM;GEN;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _
pokud dojde ve výjimečných případech k tomu , že použití účetních metod stanovených prováděcími právními předpisy bude neslučitelné s povinností podle odstavce 1 , postupuje účetní jednotka odchylně tak , aby by byl podán věrný a poctivý obraz .	pokud dojít v výjimečný případ k ten , že použití účetní metoda stanovený prováděcí právní předpis být slučitelný s povinnost podle odstavec 1 , postupovat účetní jednotka odchylně tak , aby být být podaný věrný a poctivý obraz .	CONJ 3;ACT;FIN;IND;POS;PRS;SG;V ADP;ESS ADJ;ESS;INAN;MASC;PL;POS ESS;INAN;MASC;N;PL;POS ADP;DAT DAT;DET;SG;{MASC/NEUT} _ CONJ N;NEUT;NOM;POS;SG ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADJ;FEM;GEN;PL;POS ADJ;INAN;INS;MASC;PL;POS ADJ;INAN;INS;MASC;PL;POS INAN;INS;MASC;N;PL;POS 3;ACT;FIN;FUT;IND;POS;SG;V ADJ;NEG;NEUT;NOM;SG ADP;INS FEM;INS;N;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG NUM _ 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADV;POS ADV _ CONJ 3;COND;FIN;V ACT;MASC;POS;PST;SG;V;V.PTCP ADJ;MASC;PASS;POS;SG;V.PTCP ADJ;INAN;MASC;NOM;POS;SG CONJ ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG _
(1) do konsolidované účetní závěrky zahrnuje konsolidující účetní jednotka a) konsolidované účetní jednotky , které s konsolidující účetní jednotkou tvoří konsolidační celek , b) účetní jednotky pod společným vlivem a účetní jednotky přidružené , pokud se bude sestavovat konsolidovaná účetní závěrka .	(1) do konsolidovaný účetní závěrka zahrnovat konsolidující účetní jednotka a) konsolidovaný účetní jednotka , který s konsolidující účetní jednotka tvořit konsolidační celek , b) účetní jednotka pod společný vliv a účetní jednotka přidružený , pokud se být sestavovat konsolidovaný účetní závěrka .	_ ADP;GEN ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACT;ADJ;FEM;IPFV;NOM;POS;PRS;SG;V.PTCP ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _ ADJ;FEM;NOM;PL;POS ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS _ DET;FEM;NOM;PL ADP;INS ACT;ADJ;FEM;INS;IPFV;POS;PRS;SG;V.PTCP ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG _ _ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADP;INS ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG CONJ ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS _ CONJ ACC;PRO;REFL 3;ACT;FIN;FUT;IND;POS;SG;V NFIN;POS;V ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _
(4) při periodické inventarizaci mohou účetní jednotky při zjišťování skutečného stavu stanovit den , ke kterému skutečný stav zjišťují a který předchází rozvahovému dni ( dále jen " rozhodný_den " ) , a mohou dokončit zjišťování skutečného stavu podle účetních záznamů , které prokazují přírůstky a úbytky majetku a závazků , které nastaly mezi tímto dnem a rozvahovým dnem .	(4) při periodický inventarizace moci účetní jednotka při zjišťování skutečný stav stanovit den , k který skutečný stav zjišťovat a který předcházet rozvahový den ( dále jen " "rozhodný_den" " ) , a moci dokončit zjišťování skutečný stav podle účetní záznam , který prokazovat přírůstek a úbytek majetek a závazek , který nastat mezi tento den a rozvahový den .	_ ADP;ESS ADJ;ESS;FEM;POS;SG ESS;FEM;N;POS;SG 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADP;ESS ESS;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG NFIN;POS;V ACC;INAN;MASC;N;POS;SG _ ADP;DAT DAT;DET;SG;{MASC/NEUT} ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG 3;ACT;FIN;IND;PL;POS;PRS;V CONJ DET;MASC;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;DAT;INAN;MASC;POS;SG DAT;INAN;MASC;N;POS;SG _ ADV PART _ _ _ _ _ CONJ 3;ACT;FIN;IND;PL;POS;PRS;V NFIN;POS;V ACC;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _ DET;INAN;MASC;NOM;PL 3;ACT;FIN;IND;PL;POS;PRS;V ACC;INAN;MASC;N;PL;POS CONJ ACC;INAN;MASC;N;PL;POS GEN;INAN;MASC;N;POS;SG CONJ GEN;INAN;MASC;N;PL;POS _ DET;INAN;MASC;NOM;PL ACT;INAN;PL;POS;PST;V;V.PTCP;{FEM/MASC} ADP;INS DET;INS;SG;{MASC/NEUT} INAN;INS;MASC;N;POS;SG CONJ ADJ;INAN;INS;MASC;POS;SG INAN;INS;MASC;N;POS;SG _
(3) účetní jednotka , která poskytuje platební služby nebo vydává elektronické peníze a není finanční institucí podle zákona upravujícího činnost bank , uvede v účtovém rozvrhu samostatné účty , na kterých bude účtováno o této činnosti .	(3) účetní jednotka , který poskytovat platební služba nebo vydávat elektronický peníze a být finanční instituce podle zákon upravující činnost banka , uvést v účtový rozvrh samostatný účet , na který být účtovaný o tento činnost .	_ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _ DET;FEM;NOM;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS CONJ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS CONJ 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;INS;POS;SG FEM;INS;N;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG ACT;ADJ;GEN;INAN;IPFV;MASC;POS;PRS;SG;V.PTCP ACC;FEM;N;POS;SG FEM;GEN;N;PL;POS _ 3;ACT;FIN;IND;POS;PRS;SG;V ADP;ESS ADJ;ESS;INAN;MASC;POS;SG ESS;INAN;MASC;N;POS;SG ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS _ ADP;ESS DET;ESS;PL 3;ACT;FIN;FUT;IND;POS;SG;V ADJ;NEUT;PASS;POS;SG;V.PTCP ADP;ESS DET;ESS;FEM;SG ESS;FEM;N;POS;SG _
obchodní marže	obchodní marže	ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG
(9) položka " b.ii.8._poskytnuté_zálohy_na_dlouhodobý_hmotný_majetek " obsahuje krátkodobé a dlouhodobé zálohy poskytnuté na pořízení dlouhodobého hmotného majetku .	(9) položka " "b.ii.8._poskytnuté_zálohy_na_dlouhodobý_hmotný_majetek" " obsahovat krátkodobý a dlouhodobý záloha poskytnutý na pořízení dlouhodobý hmotný majetek .	_ FEM;N;NOM;POS;SG _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V ACC;ADJ;FEM;PL;POS CONJ ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS ACC;ADJ;FEM;PL;POS ACC;ADP ACC;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG _
3 . ustanovení čl._i_bodů_22,_23_a_45 použijí účetní jednotky pro účetní závěrky a konsolidované účetní závěrky sestavované k 29 . červnu 2008 a později .	3 . ustanovení čl._i_bodů_22,_23_a_45 použít účetní jednotka pro účetní závěrka a konsolidovaný účetní závěrka sestavovaný k 29 . červen 2008 a pozdě .	NUM _ ESS;N;NEUT;POS;SG _ 3;ACT;FIN;IND;PL;POS;PRS;V ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ACC;ADP ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS CONJ ADJ;FEM;NOM;PL;POS ADJ;FEM;NOM;PL;POS FEM;N;NOM;PL;POS ADJ;FEM;NOM;PL;POS ADP;DAT NUM _ DAT;INAN;MASC;N;POS;SG NUM CONJ ADV;CMPR;POS _
(4) položka " b.iii.5._závazky_k_zaměstnancům " obsahuje u všech účetních jednotek zejména závazky z pracovněprávních vztahů k zaměstnancům , popřípadě jiným fyzickým osobám , s výjimkou závazků ke společníkům ve společnostech s ručením omezeným a komanditistům komanditních společností a členům družstev ze závislé činnosti .	(4) položka " "b.iii.5._závazky_k_zaměstnancům" " obsahovat u všechen účetní jednotka zejména závazek z pracovněprávní vztah k zaměstnanec , popřípadě jiný fyzický osoba , s výjimka závazek k společník v společnost s ručení omezený a komanditista komanditní společnost a člen družstvo z závislý činnost .	_ FEM;N;NOM;POS;SG _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V ADP;GEN DET;GEN;PL ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADV INAN;MASC;N;NOM;PL;POS ADP;GEN ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADP;DAT ANIM;DAT;MASC;N;PL;POS _ ADV ADJ;DAT;FEM;PL;POS ADJ;DAT;FEM;PL;POS DAT;FEM;N;PL;POS _ ADP;INS FEM;INS;N;POS;SG GEN;INAN;MASC;N;PL;POS ADP;DAT ANIM;DAT;MASC;N;PL;POS ADP;ESS ESS;FEM;N;PL;POS ADP;INS INS;N;NEUT;POS;SG ADJ;INS;NEUT;POS;SG CONJ ANIM;DAT;MASC;N;PL;POS ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS CONJ ANIM;DAT;MASC;N;PL;POS GEN;N;NEUT;PL;POS ADP;GEN ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _
dále účetní jednotka uvede jména a příjmení členů statutárních a dozorčích orgánů k rozvahovému dni .	dále účetní jednotka uvést jméno a příjmení člen statutární a dozorčí orgán k rozvahový den .	ADV ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V ACC;N;NEUT;PL;POS CONJ ACC;N;NEUT;PL;POS ANIM;GEN;MASC;N;PL;POS ADJ;GEN;INAN;MASC;PL;POS CONJ ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS ADP;DAT ADJ;DAT;INAN;MASC;POS;SG DAT;INAN;MASC;N;POS;SG _
(2) položka " c.ii.1._pohledávky_z_obchodních_vztahů " obsahuje u všech účetních jednotek zejména pohledávky z obchodních vztahů a cenné papíry předané bance k eskontu .	(2) položka " "c.ii.1._pohledávky_z_obchodních_vztahů" " obsahovat u všechen účetní jednotka zejména pohledávka z obchodní vztah a cenný papír předaný banka k eskont .	_ FEM;N;NOM;POS;SG _ _ _ 3;ACT;FIN;IND;POS;PRS;SG;V ADP;GEN DET;GEN;PL ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADV FEM;GEN;N;POS;SG ADP;GEN ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS CONJ ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS ADJ;DAT;FEM;POS;SG DAT;FEM;N;POS;SG ADP;DAT DAT;INAN;MASC;N;POS;SG _
(2) konsolidující účetní jednotky neuvedené v odstavci 1 mohou pro sestavení konsolidované účetní závěrky použít mezinárodní účetní standardy .	(2) konsolidující účetní jednotka uvedený v odstavec 1 moci pro sestavení konsolidovaný účetní závěrka použít mezinárodní účetní standard .	_ ACT;ADJ;FEM;IPFV;NOM;POS;PRS;SG;V.PTCP FEM;N;NOM;POS;SG FEM;GEN;N;POS;SG ADJ;FEM;GEN;NEG;SG ADP;ESS ESS;INAN;MASC;N;POS;SG NUM 3;ACT;FIN;IND;PL;POS;PRS;V ACC;ADP ACC;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG NFIN;POS;V ACC;ADJ;INAN;MASC;PL;POS ACC;ADJ;INAN;MASC;PL;POS ACC;INAN;MASC;N;PL;POS _
dále se tato vyhláška , s výjimkou §_62_odst._2_až_5 , nevztahuje na účetní jednotky podle §_23a_zákona .	dále se tento vyhláška , s výjimka §_62_odst._2_až_5 , vztahovat na účetní jednotka podle §_23a_zákona .	ADV ACC;PRO;REFL DET;FEM;NOM;SG FEM;N;NOM;POS;SG _ ADP;INS FEM;INS;N;POS;SG _ _ 3;ACT;FIN;IND;NEG;PRS;SG;V ACC;ADP ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS ADP;GEN _ _
(2) majetek uvedený v odstavci 1 odpisuje účetní jednotka , která jej úplatně nebo bezúplatně poskytuje jiné osobě k užívání zejména na základě smlouvy o nájmu nebo smlouvy o výpůjčce ; ustanovení odstavce 1 týkající se smlouvy o výpůjčce tím nejsou dotčena .	(2) majetek uvedený v odstavec 1 odpisovat účetní jednotka , který on úplatně nebo bezúplatně poskytovat jiný osoba k užívání zejména na základ smlouva o nájem nebo smlouva o výpůjčka ; ustanovení odstavec 1 týkající se smlouva o výpůjčka ten být dotčený .	_ INAN;MASC;N;NOM;POS;SG ADJ;INAN;MASC;NOM;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG NUM 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG _ DET;FEM;NOM;SG 3;ACC;PRO;SG;{MASC/NEUT} ADV;POS CONJ ADV;POS 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;DAT;FEM;POS;SG DAT;FEM;N;POS;SG ADP;DAT DAT;N;NEUT;POS;SG ADV ADP;ESS ESS;INAN;MASC;N;POS;SG FEM;GEN;N;POS;SG ADP;ESS ESS;INAN;MASC;N;POS;SG CONJ ACC;FEM;N;PL;POS ADP;ESS ESS;FEM;N;POS;SG _ N;NEUT;NOM;POS;SG GEN;INAN;MASC;N;POS;SG NUM ACT;ADJ;FEM;IPFV;NOM;PL;POS;PRS;V.PTCP ACC;PRO;REFL FEM;GEN;N;POS;SG ADP;ESS ESS;FEM;N;POS;SG DET;INS;SG;{MASC/NEUT} 3;ACT;FIN;IND;NEG;PL;PRS;V ADJ;PASS;POS;V.PTCP;{FEM/NEUT};{PL/SG} _
(2) účetní závěrka podle odstavce 1 musí obsahovat a) jméno a příjmení , obchodní firmu nebo název účetní jednotky ; u účetních jednotek podle §_1_odst._2_písm._a)_až_c) sídlo nebo u účetních jednotek podle §_1_odst._2_písm._d)_až_h) bydliště a místo podnikání , liší-li se od bydliště , b) identifikační číslo osoby , pokud je má účetní jednotka přiděleno , c) právní formu účetní jednotky , d) předmět podnikání nebo jiné činnosti , případně účel , pro který byla zřízena , e) rozvahový den ( §_19_odst._1 ) nebo jiný okamžik , k němuž se účetní závěrka sestavuje ( §_19_odst._3 ) , f) okamžik sestavení účetní závěrky , a musí k ní být připojen podpisový záznam statutárního orgánu účetní jednotky podle §_1_odst._2_písm._a)_až_c) nebo podpisový záznam účetní jednotky podle §_1_odst._2_písm._d)_až_h) ; připojením uvedeného podpisového záznamu se považuje účetní závěrka za sestavenou podle písmene f) .	(2) účetní závěrka podle odstavec 1 muset obsahovat a) jméno a příjmení , obchodní firma nebo název účetní jednotka ; u účetní jednotka podle §_1_odst._2_písm._a)_až_c) sídlo nebo u účetní jednotka podle §_1_odst._2_písm._d)_až_h) bydliště a místo podnikání , liší-li se od bydliště , b) identifikační číslo osoba , pokud on mít účetní jednotka přidělený , c) právní forma účetní jednotka , d) předmět podnikání nebo jiný činnost , případně účel , pro který být zřízený , e) rozvahový den ( §_19_odst._1 ) nebo jiný okamžik , k jenž se účetní závěrka sestavovat ( §_19_odst._3 ) , f) okamžik sestavení účetní závěrka , a muset k on být připojený podpisový záznam statutární orgán účetní jednotka podle §_1_odst._2_písm._a)_až_c) nebo podpisový záznam účetní jednotka podle §_1_odst._2_písm._d)_až_h) ; připojení uvedený podpisový záznam se považovat účetní závěrka za sestavený podle písmeno f) .	_ ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADP;GEN GEN;INAN;MASC;N;POS;SG NUM 3;ACT;FIN;IND;PL;POS;PRS;V NFIN;POS;V _ ACC;N;NEUT;POS;SG CONJ ACC;N;NEUT;POS;SG _ ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG CONJ ACC;INAN;MASC;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ ADP;GEN ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADP;GEN _ ACC;N;NEUT;POS;SG CONJ ADP;GEN ADJ;FEM;GEN;PL;POS FEM;GEN;N;PL;POS ADP;GEN _ GEN;N;NEUT;POS;SG CONJ ADP;GEN GEN;N;NEUT;POS;SG _ _ ACC;PRO;REFL ADP;GEN GEN;N;NEUT;POS;SG _ _ ADJ;NEUT;NOM;POS;SG N;NEUT;NOM;POS;SG FEM;GEN;N;POS;SG _ CONJ 3;ACC;PL;PRO 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ADJ;NEUT;PASS;POS;SG;V.PTCP _ _ ACC;ADJ;FEM;POS;SG ACC;FEM;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ _ INAN;MASC;N;NOM;POS;SG GEN;N;NEUT;POS;SG CONJ ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ ADV;POS INAN;MASC;N;NOM;POS;SG _ ACC;ADP ACC;DET;INAN;MASC;SG ACT;POS;PST;V;V.PTCP;{FEM/NEUT};{PL/SG} ADJ;PASS;POS;V.PTCP;{FEM/NEUT};{PL/SG} _ _ ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG _ _ _ CONJ ACC;ADJ;INAN;MASC;POS;SG ACC;INAN;MASC;N;POS;SG _ ADP;DAT DAT;PRO;SG;{MASC/NEUT} ACC;PRO;REFL ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG 3;ACT;FIN;IND;POS;PRS;SG;V _ _ _ _ _ INAN;MASC;N;NOM;POS;SG GEN;N;NEUT;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG _ CONJ 3;ACT;FIN;IND;POS;PRS;SG;V ADP;DAT 3;DAT;FEM;PRO;SG NFIN;POS;V ADJ;MASC;PASS;POS;SG;V.PTCP ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADP;GEN _ CONJ ADJ;INAN;MASC;NOM;POS;SG INAN;MASC;N;NOM;POS;SG ADJ;FEM;GEN;POS;SG FEM;GEN;N;POS;SG ADP;GEN _ _ INS;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;POS;SG ADJ;GEN;INAN;MASC;POS;SG GEN;INAN;MASC;N;POS;SG ACC;PRO;REFL 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG ACC;ADP ACC;ADJ;FEM;POS;SG ADP;GEN GEN;N;NEUT;POS;SG _ _
pro vybrané účetní jednotky může směrná účtová osnova určit i uspořádání a označení analytických účtů a označení a uspořádání podrozvahových účtů .	pro vybraný účetní jednotka moci směrný účtový osnova určit i uspořádání a označení analytický účet a označení a uspořádání podrozvahový účet .	ACC;ADP ACC;ADJ;FEM;PL;POS ACC;ADJ;FEM;PL;POS ACC;FEM;N;PL;POS 3;ACT;FIN;IND;POS;PRS;SG;V ADJ;FEM;NOM;POS;SG ADJ;FEM;NOM;POS;SG FEM;N;NOM;POS;SG NFIN;POS;V CONJ ACC;N;NEUT;POS;SG CONJ ACC;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS CONJ ACC;N;NEUT;POS;SG CONJ ACC;N;NEUT;POS;SG ADJ;GEN;INAN;MASC;PL;POS GEN;INAN;MASC;N;PL;POS _
§_61b	§_61b	_
§_22	§_22	_
